"rank"	"finalWorth"	"category"	"personName"	"age"	"region"	"city"	"source"	"industries"	"countryOfCitizenship"	"organization"	"selfMade"	"status"	"gender"	"birthDate"	"lastName"	"firstName"	"title"	"date"	"state"	"residenceStateRegion"	"birthYear"	"birthMonth"	"birthDay"	"cpi_country"	"cpi_change_country"	"gdp_country"	"gross_tertiary_education_enrollment"	"gross_primary_education_enrollment_country"	"life_expectancy_country"	"tax_revenue_country_country"	"total_tax_rate_country"	"population_country"	"latitude_country"	"longitude_country"
"2257"	2133	1300	"Metals & Mining"	"Kostyantin Zhevago"	49	"Ukraine"	"Kiev"	"Mining"	"Metals & Mining"	"Ukraine"	""	TRUE	"E"	"M"	"1/7/1974 0:00"	"Zhevago"	"Kostyantin"	""	"4/4/2023 5:01"	""	""	1974	1	7	281.66	7.9	"$153,781,069,118 "	82.7	99	71.6	20.1	45.2	44385155	48.379433	31.16558
"1567"	1516	2000	"Manufacturing"	"William Young"	82	"United States"	"Ypsilanti"	"Plastics"	"Manufacturing"	"United States"	""	TRUE	"D"	"M"	"1/1/1941 0:00"	"Young"	"William"	""	"4/4/2023 5:01"	"Michigan"	"Midwest"	1941	1	1	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"769"	766	3700	"Real Estate"	"Yakir Gabay"	56	"United Kingdom"	"London"	"Real estate"	"Real Estate"	"Cyprus"	""	TRUE	"D"	"M"	"4/13/1966 0:00"	"Gabay"	"Yakir"	""	"4/4/2023 5:01"	""	""	1966	4	13	119.62	1.7	"$2,827,113,184,696 "	60	101.2	81.3	25.5	30.6	66834405	55.378051	-3.435973
"562"	552	4900	"Automotive"	"Mark Shoen"	72	"United States"	"Phoenix"	"U-Haul"	"Automotive"	"United States"	""	FALSE	"U"	"M"	"11/20/1950 0:00"	"Shoen"	"Mark"	""	"4/4/2023 5:01"	"Arizona"	"West"	1950	11	20	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"2149"	2133	1300	"Technology"	"Anthony Casalena"	40	"United States"	"Monkton"	"Software"	"Technology"	"United States"	""	TRUE	"E"	"M"	"4/24/1982 0:00"	"Casalena"	"Anthony"	""	"4/4/2023 5:01"	"Maryland"	"South"	1982	4	24	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"164"	164	10700	"Media & Entertainment"	"Donald Newhouse"	93	"United States"	"New York"	"Media"	"Media & Entertainment"	"United States"	""	FALSE	"D"	"M"	"8/5/1929 0:00"	"Newhouse"	"Donald"	""	"4/4/2023 5:01"	"New York"	"Northeast"	1929	8	5	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"1272"	1272	2400	"Technology"	"Brian Acton"	51	"United States"	"Palo Alto"	"WhatsApp"	"Technology"	"United States"	"WhatsApp Inc."	TRUE	"D"	"M"	"2/17/1972 0:00"	"Acton"	"Brian"	"Cofounder"	"4/4/2023 5:01"	"California"	"West"	1972	2	17	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"1222"	1217	2500	"Diversified"	"Thor Bjorgolfsson"	56	"United Kingdom"	"London"	"Investments"	"Diversified"	"Iceland"	""	TRUE	"E"	"M"	"3/19/1967 0:00"	"Bjorgolfsson"	"Thor"	""	"4/4/2023 5:01"	""	""	1967	3	19	119.62	1.7	"$2,827,113,184,696 "	60	101.2	81.3	25.5	30.6	66834405	55.378051	-3.435973
"637"	636	4300	"Finance & Investments"	"Behdad Eghbali"	46	"United States"	"Los Angeles"	"Private equity"	"Finance & Investments"	"United States"	""	TRUE	"U"	"M"	"5/6/1976 0:00"	"Eghbali"	"Behdad"	""	"4/4/2023 5:01"	"California"	"West"	1976	5	6	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"598"	591	4600	"Fashion & Retail"	"Ronald Lauder"	79	"United States"	"New York"	"Estee Lauder"	"Fashion & Retail"	"United States"	""	FALSE	"D"	"M"	"2/26/1944 0:00"	"Lauder"	"Ronald"	""	"4/4/2023 5:01"	"New York"	"Northeast"	1944	2	26	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"1292"	1272	2400	"Manufacturing"	"Fatih Ozmen"	65	"United States"	"Reno"	"Aerospace"	"Manufacturing"	"United States"	""	TRUE	"D"	"M"	"2/2/1958 0:00"	"Ozmen"	"Fatih"	""	"4/4/2023 5:01"	"Nevada"	"West"	1958	2	2	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"501"	497	5300	"Finance & Investments"	"Douglas Leone"	65	"United States"	"Atherton"	"Venture capital"	"Finance & Investments"	"United States"	"Sequoia"	TRUE	"D"	"M"	"7/4/1957 0:00"	"Leone"	"Douglas"	"Global Managing Partner"	"4/4/2023 5:01"	"California"	"West"	1957	7	4	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"282"	282	7700	"Food & Beverage"	"Jean-Michel Besnier"	55	"France"	"Laval"	"Cheese"	"Food & Beverage"	"France"	""	FALSE	"D"	"M"	"6/5/1967 0:00"	"Besnier"	"Jean-Michel"	""	"4/4/2023 5:01"	""	""	1967	6	5	110.05	1.1	"$2,715,518,274,227 "	65.6	102.5	82.5	24.2	60.7	67059887	46.227638	2.213749
"2439"	2405	1100	"Telecom"	"Gleb Fetisov"	56	"Cyprus"	"Limassol"	"Investments"	"Telecom"	"Russia"	""	TRUE	"D"	"M"	"6/5/1966 0:00"	"Fetisov"	"Gleb"	""	"4/4/2023 5:01"	""	""	1966	6	5	102.51	0.3	"$24,564,647,935 "	75.9	99.3	80.8	24.5	22.4	1198575	35.126413	33.429859
"1134"	1104	2700	"Manufacturing"	"Frank Laukien"	63	"United States"	"Boston"	"Scientific equipment"	"Manufacturing"	"United States"	""	FALSE	"U"	"M"	"2/4/1960 0:00"	"Laukien"	"Frank"	""	"4/4/2023 5:01"	"Massachusetts"	"Northeast"	1960	2	4	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"4"	4	107000	"Technology"	"Larry Ellison"	78	"United States"	"Lanai"	"Oracle"	"Technology"	"United States"	"Oracle"	TRUE	"U"	"M"	"8/17/1944 0:00"	"Ellison"	"Larry"	"CTO and Founder"	"4/4/2023 5:01"	"Hawaii"	"West"	1944	8	17	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"2116"	2020	1400	"Manufacturing"	"Anne Werninghaus"	37	"Brazil"	"Joinville"	"Industrial machinery"	"Manufacturing"	"Brazil"	""	FALSE	"U"	"F"	"1/1/1986 0:00"	"Werninghaus"	"Anne"	""	"4/4/2023 5:01"	""	""	1986	1	1	167.4	3.7	"$1,839,758,040,766 "	51.3	115.4	75.7	14.2	65.1	212559417	-14.235004	-51.92528
"1165"	1164	2600	"Finance & Investments"	"Felix Baker"	54	"United States"	"New York"	"Biotech investing"	"Finance & Investments"	"United States"	""	TRUE	"D"	"M"	"3/29/1969 0:00"	"Baker"	"Felix"	""	"4/4/2023 5:01"	"New York"	"Northeast"	1969	3	29	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"882"	878	3300	"Food & Beverage"	"Bennett Dorrance"	77	"United States"	"Paradise Valley"	"Campbell Soup"	"Food & Beverage"	"United States"	""	FALSE	"U"	"M"	"2/9/1946 0:00"	"Dorrance"	"Bennett"	""	"4/4/2023 5:01"	"Arizona"	"West"	1946	2	9	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"138"	138	12900	"Finance & Investments"	"Uday Kotak"	64	"India"	"Mumbai"	"Banking"	"Finance & Investments"	"India"	""	TRUE	"D"	"M"	"3/15/1959 0:00"	"Kotak"	"Uday"	""	"4/4/2023 5:01"	""	""	1959	3	15	180.44	7.7	"$2,611,000,000,000 "	28.1	113	69.4	11.2	49.7	1366417754	20.593684	78.96288
"513"	511	5200	"Real Estate"	"Robert Faith"	59	"United States"	"Charleston"	"Real estate management"	"Real Estate"	"United States"	""	TRUE	"N"	"M"	"10/3/1963 0:00"	"Faith"	"Robert"	""	"4/4/2023 5:01"	"South Carolina"	"South"	1963	10	3	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"1416"	1368	2200	"Diversified"	"Harley Sy"	63	"Philippines"	"Manila"	"Diversified"	"Diversified"	"Philippines"	""	FALSE	"D"	"M"	"6/1/1959 0:00"	"Sy"	"Harley"	""	"4/4/2023 5:01"	""	""	1959	6	1	129.61	2.5	"$376,795,508,680 "	35.5	107.5	71.1	14	43.1	108116615	12.879721	121.774017
"1044"	1027	2900	"Technology"	"Lee Seo-hyun"	49	"South Korea"	"Seoul"	"Samsung"	"Technology"	"South Korea"	""	FALSE	"D"	"F"	"9/20/1973 0:00"	"Lee"	"Seo-hyun"	""	"4/4/2023 5:01"	""	""	1973	9	20	115.16	0.4	"$2,029,000,000,000 "	94.3	98.1	82.6	15.6	33.2	51709098	35.907757	127.766922
"329"	325	7100	"Healthcare"	"Frederik Paulsen"	72	"Switzerland"	"Lausanne"	"Health care"	"Healthcare"	"Sweden"	""	FALSE	"D"	"M"	"10/30/1950 0:00"	"Paulsen"	"Frederik"	""	"4/4/2023 5:01"	""	""	1950	10	30	99.55	0.4	"$703,082,435,360 "	59.6	105.2	83.6	10.1	28.8	8574832	46.818188	8.227512
"353"	352	6800	"Diversified"	"Silvio Berlusconi & family"	86	"Italy"	"Milan"	"Media"	"Diversified"	"Italy"	""	TRUE	"D"	"M"	"9/29/1936 0:00"	"Berlusconi"	"Silvio"	""	"4/4/2023 5:01"	""	""	1936	9	29	110.62	0.6	"$2,001,244,392,042 "	61.9	101.9	82.9	24.3	59.1	60297396	41.87194	12.56738
"957"	949	3100	"Real Estate"	"Sergei Gordeev"	50	"Russia"	"Moscow"	"Real estate"	"Real Estate"	"Russia"	""	TRUE	"U"	"M"	"11/22/1972 0:00"	"Gordeev"	"Sergei"	""	"4/4/2023 5:01"	""	""	1972	11	22	180.75	4.5	"$1,699,876,578,871 "	81.9	102.6	72.7	11.4	46.2	144373535	61.52401	105.318756
"768"	766	3700	"Real Estate"	"Charles Cohen"	71	"United States"	"New York"	"Real estate"	"Real Estate"	"United States"	""	FALSE	"U"	"M"	"2/8/1952 0:00"	"Cohen"	"Charles"	""	"4/4/2023 5:01"	"New York"	"Northeast"	1952	2	8	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"1494"	1434	2100	"Finance & Investments"	"Thaksin Shinawatra"	73	"United Arab Emirates"	"Dubai"	"Investments"	"Finance & Investments"	"Thailand"	""	TRUE	"U"	"M"	"7/26/1949 0:00"	"Shinawatra"	"Thaksin"	""	"4/4/2023 5:01"	""	""	1949	7	26	114.52	-1.9	"$421,142,267,938 "	36.8	108.4	77.8	0.1	15.9	9770529	23.424076	53.847818
"1773"	1725	1700	"Manufacturing"	"Meng Qingshan & family"	74	"China"	"Langfang"	"Chemicals"	"Manufacturing"	"China"	""	TRUE	"U"	"M"	"11/17/1948 0:00"	"Meng"	"Qingshan"	""	"4/4/2023 5:01"	""	""	1948	11	17	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"149"	148	11500	"Healthcare"	"Andreas Struengmann & family"	73	"Germany"	"Tegernsee"	"Pharmaceuticals"	"Healthcare"	"Germany"	""	TRUE	"D"	"M"	"2/16/1950 0:00"	"Struengmann"	"Andreas"	""	"4/4/2023 5:01"	""	""	1950	2	16	112.85	1.4	"$3,845,630,030,824 "	70.2	104	80.9	11.5	48.8	83132799	51.165691	10.451526
"627"	624	4400	"Service"	"Jim Davis"	63	"United States"	"Cockeysville"	"Staffing & recruiting"	"Service"	"United States"	""	TRUE	"U"	"M"	"3/13/1960 0:00"	"Davis"	"Jim"	""	"4/4/2023 5:01"	"Maryland"	"South"	1960	3	13	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"1522"	1516	2000	"Manufacturing"	"Cao Jianwei"	44	"China"	"Shangyu"	"Semiconductors"	"Manufacturing"	"China"	""	TRUE	"E"	"M"	"5/30/1978 0:00"	"Cao"	"Jianwei"	""	"4/4/2023 5:01"	""	""	1978	5	30	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"2475"	2405	1100	"Construction & Engineering"	"Lee Joong-keun"	82	"South Korea"	"Seoul"	"Construction, real estate"	"Construction & Engineering"	"South Korea"	"Booyoung Group"	TRUE	"D"	"M"	"1/11/1941 0:00"	"Lee"	"Joong-keun"	""	"4/4/2023 5:01"	""	""	1941	1	11	115.16	0.4	"$2,029,000,000,000 "	94.3	98.1	82.6	15.6	33.2	51709098	35.907757	127.766922
"1315"	1312	2300	"Technology"	"Sanjit Biswas"	41	"United States"	"San Francisco"	"Sensor systems"	"Technology"	"United States"	""	TRUE	"U"	"M"	"1/12/1982 0:00"	"Biswas"	"Sanjit"	""	"4/4/2023 5:01"	"California"	"West"	1982	1	12	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"2004"	1905	1500	"Automotive"	"Tran Ba Duong & family"	63	"Vietnam"	"Ho Chi Minh City"	"Automotive"	"Automotive"	"Vietnam"	""	TRUE	"D"	"M"	"4/1/1960 0:00"	"Tran"	"Ba Duong"	""	"4/4/2023 5:01"	""	""	1960	4	1	163.52	2.8	"$261,921,244,843 "	28.5	110.6	75.3	19.1	37.6	96462106	14.058324	108.277199
"1485"	1434	2100	"Finance & Investments"	"Alexander Nesis"	60	"Russia"	"Moscow"	"Metals, banking, fertilizers"	"Finance & Investments"	"Russia"	""	TRUE	"U"	"M"	"12/19/1962 0:00"	"Nesis"	"Alexander"	""	"4/4/2023 5:01"	""	""	1962	12	19	180.75	4.5	"$1,699,876,578,871 "	81.9	102.6	72.7	11.4	46.2	144373535	61.52401	105.318756
"2331"	2259	1200	"Diversified"	"Lorinc Meszaros"	57	"Hungary"	"Felcsút"	"Diversified"	"Diversified"	"Hungary"	""	TRUE	"E"	"M"	"2/25/1966 0:00"	"Meszaros"	"Lorinc"	""	"4/4/2023 5:01"	""	""	1966	2	25	121.64	3.3	"$160,967,157,504 "	48.5	100.8	75.8	23	37.9	9769949	47.162494	19.503304
"499"	497	5300	"Manufacturing"	"Ibrahim Erdemoglu"	60	"Turkey"	"Istanbul"	"Carpet"	"Manufacturing"	"Turkey"	""	TRUE	"U"	"M"	"9/26/1962 0:00"	"Erdemoglu"	"Ibrahim"	""	"4/4/2023 5:01"	""	""	1962	9	26	234.44	15.2	"$754,411,708,203 "	23.9	93.2	77.4	17.9	42.3	83429615	38.963745	35.243322
"1207"	1164	2600	"Healthcare"	"Leonard Schleifer"	70	"United States"	"Tarrytown"	"Pharmaceuticals"	"Healthcare"	"United States"	"Regeneron Pharmaceuticals"	TRUE	"U"	"M"	"7/7/1952 0:00"	"Schleifer"	"Leonard"	"CEO and Founder"	"4/4/2023 5:01"	"New York"	"Northeast"	1952	7	7	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"1853"	1804	1600	"Real Estate"	"Li Wa"	57	"China"	"Shenzhen"	"Real estate"	"Real Estate"	"Hong Kong"	""	TRUE	"D"	"M"	"1/1/1966 0:00"	"Li"	"Wa"	""	"4/4/2023 5:01"	""	""	1966	1	1	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"1798"	1725	1700	"Manufacturing"	"Yang Xuegang"	58	"China"	"Beijing"	"Coking"	"Manufacturing"	"China"	""	TRUE	"D"	"M"	"2/1/1965 0:00"	"Yang"	"Xuegang"	""	"4/4/2023 5:01"	""	""	1965	2	1	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"1820"	1804	1600	"Finance & Investments"	"Jack Cockwell"	82	"Canada"	"Toronto"	"Real estate, private equity"	"Finance & Investments"	"Canada"	""	TRUE	"D"	"M"	"1/12/1941 0:00"	"Cockwell"	"Jack"	""	"4/4/2023 5:01"	""	""	1941	1	12	116.76	1.9	"$1,736,425,629,520 "	68.9	100.9	81.9	12.8	24.5	36991981	56.130366	-106.346771
"533"	523	5100	"Sports"	"Denise York & family"	72	"United States"	"Youngstown"	"San Francisco 49ers"	"Sports"	"United States"	"San Francisco 49ers"	FALSE	"U"	"F"	"10/21/1950 0:00"	"York"	"Denise"	"Co-Chairman"	"4/4/2023 5:01"	"Ohio"	"Midwest"	1950	10	21	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"81"	81	20200	"Healthcare"	"Thomas Frist, Jr. & family"	84	"United States"	"Nashville"	"Hospitals"	"Healthcare"	"United States"	""	TRUE	"D"	"M"	"8/12/1938 0:00"	"Frist"	"Thomas"	""	"4/4/2023 5:01"	"Tennessee"	"South"	1938	8	12	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"2399"	2259	1200	"Diversified"	"Zan Shengda"	60	"China"	"Nantong"	"Diversified"	"Diversified"	"China"	""	TRUE	"D"	"M"	"4/2/1963 0:00"	"Zan"	"Shengda"	""	"4/4/2023 5:01"	""	""	1963	4	2	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"1215"	1164	2600	"Technology"	"Zhao Lixin"	57	"China"	"Shanghai"	"Electronics"	"Technology"	"China"	""	TRUE	"D"	"M"	"1/1/1966 0:00"	"Zhao"	"Lixin"	""	"4/4/2023 5:01"	""	""	1966	1	1	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"1919"	1905	1500	"Technology"	"Safra Catz"	61	"United States"	"Redwood City"	"Software"	"Technology"	"United States"	"Oracle"	TRUE	"E"	"F"	"12/13/1961 0:00"	"Catz"	"Safra"	"CEO"	"4/4/2023 5:01"	"California"	"South"	1961	12	13	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"176"	171	10200	"Technology"	"Eduardo Saverin"	41	"Singapore"	"Singapore"	"Facebook"	"Technology"	"Brazil"	"Meta Platforms"	TRUE	"D"	"M"	"3/19/1982 0:00"	"Saverin"	"Eduardo"	"Investor"	"4/4/2023 5:01"	""	""	1982	3	19	114.41	0.6	"$372,062,527,489 "	84.8	100.6	83.1	13.1	21	5703569	1.352083	103.819836
"2161"	2133	1300	"Finance & Investments"	"Annalisa Doris"	52	"Italy"	"Segrate"	"Financial services"	"Finance & Investments"	"Italy"	""	FALSE	"N"	"F"	"5/7/1970 0:00"	"Doris"	"Annalisa"	""	"4/4/2023 5:01"	""	""	1970	5	7	110.62	0.6	"$2,001,244,392,042 "	61.9	101.9	82.9	24.3	59.1	60297396	41.87194	12.56738
"616"	611	4500	"Technology"	"N.R. Narayana Murthy"	76	"India"	"Bangalore"	"Software services"	"Technology"	"India"	""	TRUE	"U"	"M"	"8/20/1946 0:00"	"Murthy"	"N.R. Narayana"	""	"4/4/2023 5:01"	""	""	1946	8	20	180.44	7.7	"$2,611,000,000,000 "	28.1	113	69.4	11.2	49.7	1366417754	20.593684	78.96288
"482"	466	5500	"Healthcare"	"Sergio Stevanato & family"	80	"Italy"	"Venice"	"Medical packaging"	"Healthcare"	"Italy"	""	TRUE	"U"	"M"	"3/20/1943 0:00"	"Stevanato"	"Sergio"	""	"4/4/2023 5:01"	""	""	1943	3	20	110.62	0.6	"$2,001,244,392,042 "	61.9	101.9	82.9	24.3	59.1	60297396	41.87194	12.56738
"1216"	1164	2600	"Technology"	"Hongyi Zhou"	52	"China"	"Beijing"	"Security software"	"Technology"	"China"	""	TRUE	"U"	"M"	"10/1/1970 0:00"	"Zhou"	"Hongyi"	""	"4/4/2023 5:01"	""	""	1970	10	1	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"294"	290	7600	"Real Estate"	"Philip Ng"	64	"Singapore"	"Singapore"	"Real Estate"	"Real Estate"	"Singapore"	""	FALSE	"Split Family Fortune"	"M"	"1/1/1959 0:00"	"Ng"	"Philip"	""	"4/4/2023 5:01"	""	""	1959	1	1	114.41	0.6	"$372,062,527,489 "	84.8	100.6	83.1	13.1	21	5703569	1.352083	103.819836
"1854"	1804	1600	"Technology"	"Li Weiwei"	46	"China"	"Shanghai"	"Online games"	"Technology"	"China"	""	TRUE	"D"	"M"	"1/1/1977 0:00"	"Li"	"Weiwei"	""	"4/4/2023 5:01"	""	""	1977	1	1	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"1451"	1434	2100	"Fashion & Retail"	"Stefano Gabbana"	60	"Italy"	"Milan"	"Luxury goods"	"Fashion & Retail"	"Italy"	""	TRUE	"U"	"M"	"11/14/1962 0:00"	"Gabbana"	"Stefano"	""	"4/4/2023 5:01"	""	""	1962	11	14	110.62	0.6	"$2,001,244,392,042 "	61.9	101.9	82.9	24.3	59.1	60297396	41.87194	12.56738
"325"	325	7100	"Technology"	"Judy Faulkner"	79	"United States"	"Madison"	"Healthcare software"	"Technology"	"United States"	"Epic Systems"	TRUE	"U"	"F"	"8/1/1943 0:00"	"Faulkner"	"Judy"	"Founder and CEO"	"4/4/2023 5:01"	"Wisconsin"	"Midwest"	1943	8	1	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"2552"	2540	1000	"Manufacturing"	"Chen Jiancheng"	64	"China"	"Shangyu"	"Manufacturing"	"Manufacturing"	"China"	""	TRUE	"D"	"M"	"1/13/1959 0:00"	"Chen"	"Jiancheng"	""	"4/4/2023 5:01"	""	""	1959	1	13	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"2325"	2259	1200	"Food & Beverage"	"John MacMillan"	73	"United States"	"Plymouth"	"Cargill"	"Food & Beverage"	"United States"	""	FALSE	"D"	"M"	"9/20/1949 0:00"	"MacMillan"	"John"	""	"4/4/2023 5:01"	"Minnesota"	"Midwest"	1949	9	20	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"1167"	1164	2600	"Media & Entertainment"	"David Baszucki"	60	"United States"	"San Francisco"	"Online games"	"Media & Entertainment"	"United States"	""	TRUE	"U"	"M"	"1/20/1963 0:00"	"Baszucki"	"David"	""	"4/4/2023 5:01"	"California"	"West"	1963	1	20	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"1173"	1164	2600	"Finance & Investments"	"Richard Chandler"	64	"Singapore"	"Singapore"	"Investments"	"Finance & Investments"	"New Zealand"	""	FALSE	"U"	"M"	"1/1/1959 0:00"	"Chandler"	"Richard"	""	"4/4/2023 5:01"	""	""	1959	1	1	114.41	0.6	"$372,062,527,489 "	84.8	100.6	83.1	13.1	21	5703569	1.352083	103.819836
"2570"	2540	1000	"Finance & Investments"	"Sven Hagströmer"	79	"Sweden"	"Stockholm"	"Financial services"	"Finance & Investments"	"Sweden"	""	TRUE	"D"	"M"	"11/30/1943 0:00"	"Hagströmer"	"Sven"	""	"4/4/2023 5:01"	""	""	1943	11	30	110.51	1.8	"$530,832,908,738 "	67	126.6	82.5	27.9	49.1	10285453	60.128161	18.643501
"1421"	1368	2200	"Fashion & Retail"	"Lottie Tham & family"	73	"Sweden"	"Stockholm"	"H&M"	"Fashion & Retail"	"Sweden"	""	FALSE	"D"	"F"	"4/18/1949 0:00"	"Tham"	"Lottie"	""	"4/4/2023 5:01"	""	""	1949	4	18	110.51	1.8	"$530,832,908,738 "	67	126.6	82.5	27.9	49.1	10285453	60.128161	18.643501
"147"	147	11600	"Real Estate"	"Stephen Ross"	82	"United States"	"New York"	"Real estate"	"Real Estate"	"United States"	""	TRUE	"U"	"M"	"5/10/1940 0:00"	"Ross"	"Stephen"	""	"4/4/2023 5:01"	"New York"	"Northeast"	1940	5	10	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"2329"	2259	1200	"Manufacturing"	"Mao Zhongwu"	60	"China"	"Changsha"	"Manufacturing"	"Manufacturing"	"China"	""	TRUE	"D"	"M"	"8/13/1962 0:00"	"Mao"	"Zhongwu"	""	"4/4/2023 5:01"	""	""	1962	8	13	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"466"	466	5500	"Service"	"Micky Arison"	73	"United States"	"Bal Harbour"	"Carnival Cruises"	"Service"	"United States"	"Carnival Corp."	FALSE	"D"	"M"	"6/29/1949 0:00"	"Arison"	"Micky"	"Chairman and CEO"	"4/4/2023 5:01"	"Florida"	"South"	1949	6	29	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"1458"	1434	2100	"Real Estate"	"Jane Goldman"	67	"United States"	"New York"	"Real estate"	"Real Estate"	"United States"	""	FALSE	"D"	"F"	"7/29/1955 0:00"	"Goldman"	"Jane"	""	"4/4/2023 5:01"	"New York"	"Northeast"	1955	7	29	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"311"	305	7400	"Food & Beverage"	"Harry Stine"	81	"United States"	"Adel"	"Agriculture"	"Food & Beverage"	"United States"	""	TRUE	"U"	"M"	"11/30/1941 0:00"	"Stine"	"Harry"	""	"4/4/2023 5:01"	"Iowa"	"Midwest"	1941	11	30	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"1096"	1067	2800	"Media & Entertainment"	"Su Hua"	41	"China"	"Beijing"	"Video streaming"	"Media & Entertainment"	"China"	""	TRUE	"D"	"M"	"1/1/1982 0:00"	"Su"	"Hua"	""	"4/4/2023 5:01"	""	""	1982	1	1	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"215"	215	9000	"Technology"	"David Cheriton"	72	"United States"	"Palo Alto"	"Google"	"Technology"	"Canada"	"Stanford University"	TRUE	"D"	"M"	"3/29/1951 0:00"	"Cheriton"	"David"	"Professor"	"4/4/2023 5:01"	"California"	"West"	1951	3	29	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"1118"	1104	2700	"Sports"	"Frank Fertitta, III."	61	"United States"	"Las Vegas"	"Casinos, mixed martial arts"	"Sports"	"United States"	""	FALSE	"U"	"M"	"2/24/1962 0:00"	"Fertitta"	"Frank"	""	"4/4/2023 5:01"	"Nevada"	"West"	1962	2	24	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
